Student_ID,Name,Gender,Age,Class,City,Attendance_Percentage,Mathematics,Science,English,Social_Studies,Computer_Science,Hindi
STU00817,Vihaan Pandey,Male,17,12,Pune,92.8,62.0,48.0,60.0,44.0,57.0,45.0
STU00015,Kavya Iyer,Male,17,11,Hyderabad,77.2,78.0,47.0,38.0,57.0,69.0,62.0
STU00420,Aarav Mishra,MALE,15,9,Indore,85.1,108,43.0,63.0,57.0,57.0,50.0
STU00189,Tanvi Malhotra,Female,18,9,Hyderabad,86.4,56.0,59.0,64.0,29.0,68.0,63.0
STU00437,Arjun Gupta,Male,16,12,Bengaluru,76.4,80.0,53.0,50.0,72.0,78.0,74.0
STU01035,Karthik Iyer,Female,15,12,Kolkata,69.0,62.0,20.0,,63.0,91.0,63.0
STU00792,Sanya Iyer,Female,16,12,Delhi,73.6,86.0,25.0,79.0,64.0,27.0,56.0
STU00417,Priya Gupta,Male,17,9,Ahmedabad,76.0,72.0,56.0,84.0,47.0,100.0,48.0
STU00833,Kavya Nair,Male,16,10,Ahmedabad,61.3,69.0,40.0,66.0,56.0,85.0,32.0
STU00408,Nisha Bhat,Male,17,11,Bengaluru,77.4,87.0,55.0,82.0,78.0,63.0,60.0
STU00397,Sneha Bhat,Male,18,11,Ahmedabad,,74.0,54.0,73.0,61.0,83.0,54.0
STU01081,Aman Singh,Male,14,10,Ahmedabad,100.0,84.0,51.0,73.0,79.0,60.0,65.0
STU00990,Aditya Kapoor,Female,18,9,Hyderabad,100.0,66.0,78.0,27.0,34.0,45.0,71.0
STU00933,Vikram Iyer,F,18,9,Ahmedabad,71.4,73.0,51.0,56.0,70.0,69.0,49.0
STU00888,Shreya Gupta,Male,15,10,Nagpur,68.4,64.0,34.0,48.0,50.0,41.0,44.0
STU00193,Vivaan Gupta,Male,18,10,Chennai,94.6,,38.0,58.0,29.0,88.0,56.0
STU00150,Aryan Sharma,Male,15,12,Indore,62.6,88.0,,49.0,70.0,85.0,97.0
STU00708,Aditi Kapoor,Male,14,10,Bhopal,75.0,81.0,33.0,78.0,56.0,63.0,AB
STU00634,Aditya Nair,Male,16,11,Jaipur,100.0,39.0,69.0,52.0,65.0,84.0,53.0
STU00569,Sneha Nair,Male,17,9,Chennai,104.5,62.0,96.0,59.0,,65.0,51.0
STU00300,Neha Chauhan,Female,15,9,Hyderabad,100.0,69.0,29.0,62.0,46.0,-5,70.0
STU00914,Arjun Agarwal,Female,17,12,Chennai,,57.0,52.0,43.0,23.0,,60.0
STU00905,Vihaan Agarwal,Female,15,11,Bengaluru,82.9,78.0,78.0,84.0,32.0,77.0,23.0
STU00241,Aryan Bhat,Male,15,11,Bengaluru,72.2,59.0,82.0,,61.0,,59.0
STU00200,Aryan Reddy,Male,16,9,Pune,67.2,38.0,58.0,77.0,42.0,70.0,
STU00046,Diya Bhat,Male,17,10,Pune,100.0,74.0,68.0,27.0,20.0,74.0,81.0
STU00727,Aditya Singh,Male,16,12,Chandigarh,76.2,,40.0,55.0,50.0,47.0,52.0
STU00541,Rakesh Agarwal,Male,15,12,Bengaluru,70.5,68.0,74.0,52.0,1.0,65.0,42.0
STU00603,Meera Mishra,Male,17,10,Indore,91.3,62.0,42.0,40.0,58.0,87.0,63.0
STU00138,Ananya Rao,Female,16,11,Kolkata,86.2,46.0,69.0,82.0,63.0,77.0,51.0
STU00998,Shreya Sharma,Male,17,10,Bhopal,91.4,90.0,50.0,30.0,65.0,77.0,32.0
STU01149,Reyansh Rao,Male,18,10,Bhopal,62.2,,60.0,74.0,56.0,49.0,41.0
STU00534,Deepak Chauhan,Male,18,9,Lucknow,87.5,74.0,40.0,72.0,34.0,75.0,42.0
STU00680,Arjun Nair,Female,16,11,Mumbai,100.0,67.0,61.0,52.0,33.0,46.0,57.0
STU00804,Sai Joshi,Female,16,12,Kolkata,83.9,80.0,35.0,57.0,79.0,63.0,62.0
STU01195,Amit Pandey,Female,14,11,Mumbai,100.0,49.0,77.0,44.0,27.0,82.0,AB
STU00991,Meera Chauhan,Male,17,11,Hyderabad,84.3,86.0,48.0,20.0,27.0,31.0,59.0
STU00382,Deepak Mishra,Male,17,9,Hyderabad,100.0,49.0,56.0,63.0,72.0,47.0,44.0
STU00894,Krishna Verma,Male,15,11,Hyderabad,54.5,85.0,31.0,36.0,41.0,56.0,82.0
STU01194,Amit Agarwal,Male,17,12,Mumbai,74.8,64.0,72.0,81.0,54.0,64.0,29.0
STU00449,Sanya Verma,Female,18,9,Lucknow,81.5,64.0,61.0,69.0,76.0,79.0,69.0
STU00511,Aditya Verma,Female,18,10,Hyderabad,73.9,92.0,56.0,61.0,58.0,68.0,54.0
STU00424,Reyansh Verma,Male,18,11,Bengaluru,77.3,83.0,60.0,81.0,71.0,64.0,45.0
STU00007,Tanvi Kapoor,Female,16,10,Chandigarh,71.8,75.0,39.0,53.0,42.0,54.0,87.0
STU00098,Amit Verma,MALE,16,12,Hyderabad,65.5,45.0,49.0,67.0,68.0,41.0,19.0
STU00411,Aarav Yadav,Male,14,12,Delhi,98.7,45.0,51.0,25.0,87.0,37.0,33.0
STU00159,Tanvi Malhotra,Female,18,12,Nagpur,66.5,80.0,47.0,82.0,61.0,54.0,78.0
STU00945,Aditya Iyer,Male,14,12,Ahmedabad,79.4,84.0,57.0,72.0,39.0,,38.0
STU01014,Pooja Agarwal,Male,18,10,Bhopal,90.0,41.0,60.0,47.0,61.0,83.0,60.0
STU00033,Ananya Reddy,Male,15,12,Pune,78.7,78.0,33.0,65.0,69.0,82.0,56.0
STU00698,Ishaan Joshi,Male,16,12,Nagpur,66.6,87.0,52.0,68.0,47.0,41.0,55.0
STU00782,Rohan Mishra,Male,18,9,Chandigarh,96.6,96.0,54.0,64.0,30.0,64.0,73.0
STU00522,Ananya Nair,Male,18,9,Jaipur,80.4,63.0,74.0,51.0,35.0,64.0,108
STU00335,Rakesh Gupta,Male,17,9,Hyderabad,68.9,73.0,19.0,78.0,67.0,58.0,48.0
STU00491,Aditi Malhotra,Female,18,12,Nagpur,73.0,75.0,39.0,71.0,72.0,50.0,56.0
STU00259,Manoj Verma,Female,15,11,Mumbai,60.5,79.0,83.0,74.0,70.0,50.0,72.0
STU00172,Pooja Mehta,Female,15,10,Mumbai,74.7,33.0,59.0,70.0,29.0,69.0,69.0
STU01118,Aditi Kapoor,Female,15,11,Pune,88.2,41.0,57.0,91.0,55.0,86.0,-5
STU00548,Karthik Verma,Female,16,11,Mumbai,46.3,39.0,52.0,46.0,64.0,83.0,64.0
STU00237,Diya Rao,MALE,18,12,Patna,59.9,74.0,60.0,66.0,67.0,74.0,62.0
STU00385,Sai Nair,Female,17,9,Delhi,88.0,80.0,72.0,62.0,70.0,70.0,71.0
STU00678,Ishaan Rao,Male,17,10,Jaipur,77.8,60.0,54.0,24.0,84.0,39.0,46.0
STU00024,Diya Pandey,Female,18,12,Chennai,85.7,44.0,55.0,51.0,56.0,77.0,37.0
STU00832,Krishna Joshi,Male,16,9,Lucknow,85.1,43.0,54.0,78.0,35.0,48.0,53.0
STU01031,Manoj Joshi,Male,15,12,Chennai,66.6,57.0,57.0,28.0,50.0,82.0,49.0
STU00910,Sai Patel,Male,17,12,Patna,83.3,97.0,72.0,39.0,66.0,89.0,54.0
STU00546,Sanya Iyer,Female,15,11,Mumbai,85.7,93.0,55.0,51.0,51.0,52.0,92.0
STU00659,Sneha Joshi,Male,16,11,Mumbai,56.7,59.0,49.0,38.0,84.0,98.0,44.0
STU00478,Nisha Chauhan,Male,18,10,Indore,69.7,67.0,68.0,62.0,55.0,,
STU00863,Kavya Kapoor,Male,18,9,Bengaluru,62.9,95.0,10.0,25.0,59.0,73.0,55.0
STU01070,Kavya Iyer,Female,17,11,Jaipur,92.3,77.0,38.0,89.0,67.0,78.0,58.0
STU01012,Meera Joshi,Male,17,11,Mumbai,68.0,77.0,32.0,61.0,71.0,86.0,42.0
STU00154,Dhruv Joshi,Male,14,10,Chennai,95.6,41.0,34.0,71.0,72.0,76.0,43.0
STU00123,Neha Verma,M,16,12,Nagpur,87.9,84.0,53.0,66.0,45.0,79.0,76.0
STU00763,Pooja Sharma,Female,17,9,Lucknow,73.3,77.0,,63.0,56.0,70.0,50.0
STU01007,Reyansh Mishra,Female,16,11,Jaipur,73.3,57.0,44.0,56.0,,54.0,30.0
STU00121,Sai Joshi,Male,18,9,Hyderabad,98.7,35.0,50.0,76.0,59.0,65.0,46.0
STU00929,Rahul Joshi,Male,16,11,Hyderabad,100.0,56.0,90.0,68.0,65.0,66.0,53.0
STU00583,Sanya Gupta,Male,15,11,Patna,74.1,58.0,89.0,59.0,23.0,76.0,58.0
STU00464,Kavya Reddy,Male,16,9,Ahmedabad,41.1,69.0,56.0,79.0,43.0,33.0,50.0
STU00867,Anjali Pandey,Male,15,10,Hyderabad,67.4,47.0,57.0,37.0,55.0,70.0,89.0
STU01008,Neha Reddy,Male,18,11,Chennai,73.3,80.0,36.0,36.0,27.0,76.0,81.0
STU00636,Rahul Gupta,Male,18,9,Lucknow,109.0,76.0,58.0,72.0,27.0,53.0,72.0
STU01126,Sanya Joshi,Female,14,12,Patna,90.1,32.0,67.0,61.0,39.0,48.0,57.0
STU00520,Diya Bhat,Female,15,9,Mumbai,85.4,67.0,67.0,81.0,89.0,97.0,65.0
STU01131,Aarav Agarwal,Female,18,10,Delhi,97.5,66.0,62.0,53.0,24.0,48.0,94.0
STU00993,Neha Kapoor,Female,15,9,Hyderabad,72.9,64.0,48.0,54.0,63.0,51.0,94.0
STU00983,Aman Malhotra,Female,18,12,Indore,70.6,70.0,62.0,50.0,,51.0,42.0
STU00587,Yash Kumar,Male,15,11,Bhopal,74.9,49.0,42.0,52.0,73.0,73.0,52.0
STU01056,Aryan Yadav,Female,16,9,Jaipur,86.8,65.0,66.0,61.0,89.0,92.0,48.0
STU00810,Arjun Agarwal,Female,14,12,Lucknow,59.7,72.0,,26.0,62.0,86.0,5.0
STU00523,Sneha Kumar,Female,17,9,Patna,86.7,87.0,,45.0,60.0,80.0,48.0
STU00358,Rakesh Kapoor,Male,14,9,Indore,93.8,45.0,65.0,70.0,50.0,24.0,60.0
STU00976,Rakesh Chauhan,Female,18,11,Ahmedabad,82.0,43.0,24.0,56.0,72.0,53.0,46.0
STU01051,Rakesh Yadav,Female,14,12,Ahmedabad,87.1,100.0,48.0,50.0,49.0,75.0,29.0
STU00151,Rahul Bhat,Female,15,9,Indore,83.5,75.0,98.0,67.0,53.0,65.0,81.0
STU00529,Diya Kapoor,Male,14,12,Hyderabad,,50.0,87.0,50.0,64.0,52.0,59.0
STU00181,Vikram Pandey,Male,18,10,Bhopal,63.0,14.0,57.0,57.0,72.0,100.0,63.0
STU00292,Arjun Verma,Female,15,11,Bhopal,94.8,75.0,66.0,44.0,86.0,80.0,74.0
STU00762,Krishna Kumar,Male,14,10,Mumbai,77.0,67.0,71.0,46.0,39.0,35.0,61.0
STU00830,Vikram Patel,Female,14,10,Lucknow,72.9,100.0,63.0,82.0,AB,61.0,
STU00175,Krishna Kumar,Female,18,10,Kolkata,52.7,71.0,72.0,68.0,59.0,83.0,54.0
STU00765,Aarav Mishra,Female,14,10,Delhi,60.3,63.0,46.0,70.0,73.0,43.0,28.0
STU00258,Amit Gupta,Male,18,11,Bhopal,81.3,49.0,63.0,89.0,100.0,100.0,38.0
STU01154,Karthik Kumar,Female,17,12,Ahmedabad,100.0,39.0,39.0,43.0,96.0,56.0,45.0
STU01170,Vivaan Verma,Female,14,12,Nagpur,83.6,,67.0,54.0,73.0,,26.0
STU00022,Sneha Nair,Male,17,10,Ahmedabad,98.6,57.0,26.0,56.0,23.0,100.0,57.0
STU01179,Ananya Singh,Male,15,10,Chandigarh,85.9,70.0,46.0,77.0,71.0,73.0,71.0
STU01075,Vikram Pandey,Female,17,11,Mumbai,95.7,80.0,54.0,68.0,67.0,64.0,73.0
STU00783,Riya Rao,Female,17,10,Lucknow,100.0,61.0,33.0,,51.0,90.0,54.0
STU00482,Vikram Singh,Female,17,12,Bhopal,83.9,63.0,47.0,71.0,67.0,70.0,50.0
STU00475,Deepak Patel,Female,17,9,Chandigarh,72.1,62.0,49.0,40.0,64.0,64.0,43.0
STU00827,Aditya Joshi,Female,16,11,Lucknow,70.4,81.0,65.0,76.0,23.0,20.0,51.0
STU00119,Meera Iyer,Female,18,11,Lucknow,61.5,79.0,22.0,54.0,,53.0,42.0
STU00179,Reyansh Pandey,Female,18,12,Kolkata,67.1,28.0,55.0,34.0,56.0,93.0,21.0
STU00911,Dhruv Kapoor,Male,15,11,Chennai,79.1,59.0,53.0,62.0,55.0,53.0,47.0
STU00338,Pooja Malhotra,Female,17,9,Ahmedabad,78.6,88.0,60.0,63.0,49.0,100.0,19.0
STU00610,Aman Iyer,Male,17,11,Kolkata,70.9,48.0,54.0,65.0,50.0,56.0,33.0
STU00298,Dhruv Bhat,Female,15,12,Chennai,85.9,61.0,70.0,60.0,58.0,71.0,72.0
STU00912,Dhruv Pandey,Female,18,12,Patna,91.2,64.0,82.0,33.0,71.0,85.0,52.0
STU01129,Nisha Yadav,Female,14,10,Bengaluru,71.5,28.0,34.0,48.0,59.0,42.0,20.0
STU00110,Diya Mishra,Female,17,11,Chennai,92.4,100.0,56.0,42.0,47.0,53.0,84.0
STU00414,Anjali Pandey,Male,17,9,Ahmedabad,88.6,,60.0,,66.0,61.0,17.0
STU01121,Ishaan Yadav,Male,14,11,Ahmedabad,100.0,90.0,78.0,47.0,48.0,45.0,66.0
STU00543,Ishaan Bhat,Male,16,10,Patna,100.0,46.0,40.0,57.0,,89.0,48.0
STU00913,Shreya Mishra,Male,16,10,Bengaluru,99.0,54.0,71.0,49.0,36.0,60.0,65.0
STU00306,Vikram Rao,Male,17,10,Pune,91.9,60.0,50.0,66.0,55.0,AB,63.0
STU00986,Vikram Mishra,Male,17,12,Patna,73.9,83.0,71.0,75.0,52.0,68.0,50.0
STU00661,Arjun Patel,Female,18,9,Ahmedabad,71.4,66.0,82.0,47.0,61.0,63.0,26.0
STU00947,Manoj Malhotra,Male,16,10,Chandigarh,90.5,45.0,69.0,35.0,53.0,43.0,83.0
STU00021,Reyansh Kapoor,Male,16,10,Kolkata,69.0,72.0,90.0,56.0,68.0,65.0,74.0
STU00666,Diya Malhotra,Female,16,9,Jaipur,97.6,43.0,41.0,84.0,46.0,76.0,60.0
STU00690,Sanya Mehta,Male,15,11,Bengaluru,90.7,70.0,,60.0,49.0,44.0,46.0
STU00679,Karthik Gupta,Female,14,12,Indore,79.4,61.0,70.0,67.0,47.0,70.0,40.0
STU00102,Ishita Yadav,FEMALE,17,12,Chennai,87.1,52.0,50.0,38.0,31.0,65.0,56.0
STU00140,Aditya Verma,Male,15,10,Lucknow,82.6,67.0,9.0,26.0,,45.0,95.0
STU00730,Kabir Mehta,Male,14,10,Kolkata,82.3,79.0,59.0,69.0,53.0,42.0,100.0
STU00224,Dhruv Agarwal,Male,16,10,Indore,82.9,54.0,72.0,,80.0,56.0,50.0
STU01110,Aryan Kumar,Female,16,10,Lucknow,69.1,32.0,39.0,50.0,71.0,37.0,29.0
STU00553,Dhruv Kumar,Female,14,9,Hyderabad,96.7,10.0,59.0,59.0,66.0,94.0,45.0
STU00394,Vivaan Yadav,Male,14,11,Ahmedabad,42.1,77.0,33.0,59.0,80.0,58.0,61.0
STU00461,Suresh Joshi,Male,18,9,Ahmedabad,66.7,74.0,33.0,58.0,55.0,59.0,99.0
STU00885,Aditya Kumar,Female,16,9,Bhopal,76.9,70.0,,80.0,22.0,,62.0
STU00740,Rohan Iyer,Male,18,10,Bengaluru,,79.0,80.0,,57.0,99.0,72.0
STU00206,Reyansh Singh,Male,18,12,Lucknow,75.9,57.0,96.0,,43.0,68.0,
STU00644,Rakesh Singh,Female,18,10,Nagpur,100.0,82.0,55.0,40.0,68.0,52.0,71.0
STU00938,Ananya Gupta,Female,18,10,Nagpur,79.6,71.0,79.0,68.0,54.0,47.0,100.0
STU00589,Dhruv Kumar,Female,16,9,Patna,100.0,100.0,53.0,82.0,,75.0,
STU00038,Anjali Rao,Male,14,10,Chennai,82.4,50.0,63.0,49.0,27.0,40.0,77.0
STU01033,Aditi Mehta,Male,18,12,Nagpur,78.9,75.0,46.0,83.0,75.0,81.0,66.0
STU00361,Sai Mishra,Female,15,11,Ahmedabad,62.5,74.0,56.0,54.0,37.0,82.0,65.0
STU00835,Kavya Malhotra,Male,17,9,Patna,87.5,86.0,50.0,71.0,57.0,77.0,63.0
STU00574,Kavya Kapoor,Female,15,11,Chandigarh,91.8,72.0,49.0,63.0,55.0,43.0,62.0
STU00749,Riya Kapoor,Male,15,10,Lucknow,92.8,90.0,84.0,44.0,75.0,73.0,72.0
STU00596,Ananya Patel,Male,14,10,Pune,62.5,54.0,55.0,77.0,67.0,62.0,74.0
STU00125,Nisha Sharma,Male,15,9,Jaipur,73.4,71.0,74.0,79.0,54.0,47.0,60.0
STU00624,Suresh Rao,Female,15,12,Jaipur,86.6,17.0,100.0,17.0,44.0,84.0,65.0
STU00396,Vihaan Rao,Female,16,9,Indore,90.3,90.0,76.0,52.0,68.0,64.0,60.0
STU00922,Aman Bhat,Male,16,10,Chandigarh,88.6,66.0,52.0,48.0,60.0,51.0,54.0
STU00185,Aarav Kapoor,Female,14,9,Ahmedabad,77.3,72.0,32.0,65.0,24.0,45.0,44.0
STU00056,Aryan Kapoor,Female,17,12,Bhopal,73.3,41.0,82.0,31.0,53.0,99.0,
STU00907,Meera Rao,Female,16,9,Jaipur,73.1,84.0,29.0,24.0,69.0,76.0,54.0
STU01037,Ananya Reddy,Male,18,9,Chandigarh,64.6,50.0,13.0,59.0,92.0,71.0,79.0
STU01122,Priya Gupta,Male,17,11,Jaipur,83.3,43.0,49.0,47.0,85.0,85.0,81.0
STU00166,Kavya Nair,Female,14,11,Pune,82.4,62.0,55.0,54.0,61.0,53.0,44.0
STU01046,Manoj Reddy,Male,14,9,Nagpur,93.5,79.0,-5,39.0,66.0,82.0,78.0
STU00116,Priya Pandey,Female,14,9,Pune,80.3,42.0,76.0,40.0,58.0,91.0,45.0
STU00311,Diya Rao,Male,16,10,Kolkata,85.0,53.0,43.0,40.0,29.0,100.0,39.0
STU00934,Arjun Kapoor,Female,16,11,Chennai,93.6,,73.0,42.0,60.0,38.0,40.0
STU00476,Vihaan Reddy,Female,15,10,Delhi,84.2,80.0,62.0,82.0,49.0,89.0,41.0
STU00421,Aryan Yadav,Male,15,11,Chandigarh,,67.0,43.0,61.0,50.0,63.0,25.0
STU00199,Vivaan Kumar,Female,17,9,Delhi,74.3,71.0,39.0,97.0,65.0,32.0,48.0
STU00555,Deepak Sharma,Male,17,10,Bengaluru,68.3,45.0,78.0,48.0,61.0,78.0,52.0
STU00460,Kabir Chauhan,Male,15,10,Ahmedabad,70.3,67.0,60.0,67.0,53.0,62.0,73.0
STU00219,Riya Mishra,Female,17,9,Nagpur,98.7,53.0,33.0,55.0,60.0,86.0,66.0
STU00212,Shreya Joshi,Female,14,11,Bengaluru,91.4,69.0,34.0,55.0,49.0,46.0,58.0
STU00635,Amit Sharma,Male,16,12,Nagpur,74.1,77.0,54.0,65.0,50.0,67.0,39.0
STU00766,Vihaan Sharma,Male,17,12,Lucknow,91.1,52.0,46.0,57.0,71.0,,58.0
STU00809,Nisha Mehta,Male,17,9,Chennai,84.5,53.0,71.0,27.0,66.0,48.0,58.0
STU00055,Priya Malhotra,Male,14,12,Hyderabad,100.0,54.0,52.0,84.0,76.0,60.0,68.0
STU00532,Sai Malhotra,Male,18,9,Chennai,91.4,76.0,52.0,94.0,69.0,53.0,64.0
STU00838,Sneha Agarwal,Male,16,9,Mumbai,92.2,,86.0,51.0,42.0,44.0,66.0
STU00649,Kabir Yadav,Male,16,11,Delhi,73.3,58.0,60.0,59.0,35.0,75.0,61.0
STU00977,Aditya Rao,Male,15,12,Bengaluru,,86.0,44.0,78.0,46.0,50.0,36.0
STU00571,Manoj Reddy,Female,17,12,Hyderabad,81.0,61.0,44.0,63.0,70.0,72.0,61.0
STU00688,Manoj Agarwal,Male,17,9,Ahmedabad,61.3,90.0,58.0,35.0,34.0,40.0,66.0
STU00953,Karthik Singh,Female,14,12,Pune,100.0,60.0,43.0,54.0,43.0,80.0,72.0
STU00330,Aditya Patel,Male,17,11,Delhi,65.0,36.0,42.0,42.0,67.0,63.0,57.0
STU00493,Aditi Yadav,Male,15,10,Kolkata,93.5,86.0,72.0,37.0,53.0,100.0,56.0
STU00711,Deepak Agarwal,Male,16,10,Delhi,78.4,65.0,52.0,6.0,,58.0,34.0
STU00773,Rohan Joshi,Female,15,12,Pune,100.0,64.0,75.0,47.0,69.0,53.0,50.0
STU00856,Karthik Rao,Male,15,12,Ahmedabad,92.7,57.0,,65.0,88.0,84.0,82.0
STU00148,Kavya Mehta,Male,16,11,Kolkata,72.7,57.0,57.0,,44.0,41.0,29.0
STU00255,Kabir Singh,Male,14,10,Ahmedabad,63.9,82.0,53.0,35.0,52.0,12.0,38.0
STU00853,Rakesh Pandey,Male,14,11,Pune,47.9,81.0,65.0,54.0,25.0,56.0,47.0
STU00566,Ananya Yadav,Male,14,10,Bhopal,92.6,36.0,66.0,71.0,61.0,85.0,65.0
STU00393,Ishita Joshi,Female,16,10,Lucknow,83.5,89.0,80.0,,85.0,34.0,90.0
STU00860,Ananya Mehta,Male,17,12,Nagpur,98.3,85.0,62.0,37.0,29.0,50.0,39.0
STU01061,Shreya Agarwal,Female,16,10,Ahmedabad,100.0,,62.0,67.0,41.0,,66.0
STU00231,Sneha Gupta,Female,15,10,Nagpur,100.0,57.0,54.0,60.0,51.0,56.0,44.0
STU00147,Amit Reddy,Male,15,11,Delhi,100.0,69.0,50.0,48.0,81.0,85.0,55.0
STU01165,Vivaan Gupta,Female,17,11,Nagpur,93.6,65.0,57.0,59.0,44.0,100.0,55.0
STU00168,Priya Bhat,Male,15,12,Jaipur,55.5,72.0,71.0,40.0,63.0,73.0,60.0
STU01197,Pooja Singh,M,18,10,Bhopal,100.0,,44.0,80.0,51.0,93.0,
STU00927,Priya Kumar,Male,16,10,Pune,68.7,69.0,75.0,35.0,100.0,62.0,85.0
STU00599,Sneha Agarwal,F,18,9,Lucknow,47.5,50.0,63.0,36.0,37.0,12.0,62.0
STU01160,Suresh Kapoor,Male,18,9,Nagpur,85.9,44.0,43.0,65.0,28.0,66.0,58.0
STU01198,Priya Yadav,Male,18,12,Bengaluru,91.8,34.0,71.0,52.0,14.0,65.0,47.0
STU00557,Krishna Patel,Male,17,9,Bengaluru,77.8,60.0,67.0,,68.0,100.0,46.0
STU00687,Diya Iyer,Male,15,9,Chennai,79.1,61.0,33.0,58.0,79.0,89.0,20.0
STU00302,Tanvi Gupta,Female,16,9,Mumbai,73.2,84.0,108,36.0,65.0,77.0,87.0
STU00400,Dhruv Iyer,Male,18,12,Chennai,86.0,83.0,63.0,57.0,47.0,59.0,49.0
STU00664,Anjali Verma,Female,15,10,Lucknow,55.8,90.0,68.0,83.0,65.0,61.0,50.0
STU00840,Rakesh Mehta,Female,18,12,Bhopal,63.7,90.0,53.0,87.0,63.0,22.0,37.0
STU00652,Anjali Pandey,Female,17,12,Lucknow,,95.0,,,69.0,76.0,69.0
STU00163,Vijay Singh,Female,18,9,Delhi,70.9,77.0,55.0,73.0,58.0,93.0,
STU00469,Reyansh Gupta,Male,17,11,Chennai,74.0,59.0,65.0,63.0,78.0,86.0,91.0
STU00784,Amit Chauhan,Male,14,11,Pune,83.0,59.0,54.0,18.0,71.0,59.0,68.0
STU00598,Kavya Chauhan,Male,15,10,Bengaluru,84.6,61.0,49.0,61.0,52.0,73.0,64.0
STU01054,Shreya Gupta,Female,17,9,Jaipur,82.6,81.0,40.0,47.0,51.0,75.0,57.0
STU00348,Vihaan Patel,Female,18,12,Patna,,71.0,25.0,43.0,68.0,,46.0
STU00572,Deepak Bhat,Female,17,11,Delhi,79.6,75.0,78.0,94.0,24.0,88.0,89.0
STU00281,Kavya Sharma,M,15,9,Ahmedabad,87.3,88.0,45.0,,43.0,87.0,38.0
STU00924,Ananya Mehta,Male,16,12,Bhopal,96.0,66.0,24.0,47.0,,49.0,41.0
STU01080,Aman Reddy,Female,14,10,Indore,100.0,58.0,68.0,54.0,68.0,88.0,60.0
STU00716,Priya Kumar,Male,17,10,Chandigarh,79.8,15.0,61.0,70.0,56.0,47.0,35.0
STU00010,Vikram Rao,Male,18,9,Chandigarh,63.6,61.0,62.0,55.0,64.0,70.0,65.0
STU00926,Vihaan Patel,Male,15,9,Bengaluru,69.7,76.0,49.0,70.0,53.0,66.0,54.0
STU00786,Vihaan Nair,Female,17,12,Mumbai,89.9,40.0,24.0,57.0,,72.0,71.0
STU00271,Sneha Verma,Female,18,11,Bhopal,68.7,64.0,93.0,50.0,56.0,44.0,62.0
STU01011,Dhruv Yadav,Female,17,9,Bhopal,107.2,58.0,55.0,59.0,58.0,74.0,52.0
STU00495,Rohan Kapoor,Female,18,10,Ahmedabad,92.3,79.0,67.0,48.0,72.0,AB,41.0
STU00676,Aditya Nair,Female,16,12,Ahmedabad,72.4,AB,49.0,89.0,54.0,59.0,55.0
STU00286,Deepak Iyer,Male,15,12,Patna,74.5,75.0,58.0,,51.0,,38.0
STU00542,Amit Joshi,Male,17,12,Kolkata,74.4,58.0,48.0,31.0,53.0,88.0,62.0
STU01004,Diya Kumar,Male,18,11,Ahmedabad,100.0,52.0,76.0,37.0,51.0,84.0,45.0
STU00742,Aryan Gupta,Male,14,12,Chandigarh,97.6,59.0,57.0,68.0,68.0,51.0,55.0
STU00445,Aarav Patel,Male,15,9,Mumbai,69.0,74.0,79.0,72.0,61.0,73.0,82.0
STU01189,Suresh Gupta,Female,18,10,Nagpur,83.8,73.0,33.0,66.0,62.0,60.0,40.0
STU00959,Aryan Rao,Male,16,10,Nagpur,82.2,95.0,55.0,36.0,30.0,90.0,40.0
STU01083,Amit Mishra,Male,18,11,Delhi,65.7,37.0,49.0,65.0,46.0,57.0,63.0
STU00100,Karthik Agarwal,Male,16,9,Patna,87.1,61.0,44.0,46.0,71.0,91.0,56.0
STU00871,Diya Malhotra,Female,15,9,Delhi,58.5,65.0,81.0,,54.0,62.0,52.0
STU00496,Karthik Mehta,Female,17,12,Bhopal,100.0,47.0,59.0,60.0,25.0,86.0,45.0
STU00433,Vikram Yadav,Female,15,10,Chandigarh,,78.0,32.0,37.0,69.0,32.0,58.0
STU00143,Diya Mishra,Male,18,11,Patna,81.3,,79.0,14.0,45.0,73.0,31.0
STU00865,Diya Gupta,Male,16,12,Indore,72.0,62.0,,27.0,25.0,67.0,54.0
STU00751,Kavya Patel,Female,17,11,Ahmedabad,64.9,66.0,46.0,47.0,76.0,64.0,37.0
STU00167,Dhruv Bhat,Male,15,10,Bhopal,78.8,64.0,35.0,34.0,44.0,71.0,78.0
STU00162,Pooja Mishra,Male,16,9,Indore,89.5,90.0,77.0,81.0,61.0,83.0,54.0
STU00643,Yash Sharma,Male,18,12,Patna,51.4,72.0,82.0,51.0,66.0,72.0,75.0
STU00137,Reyansh Agarwal,Male,18,9,Chandigarh,51.1,60.0,51.0,36.0,34.0,62.0,67.0
STU00939,Rohan Pandey,Female,15,12,Nagpur,78.9,62.0,18.0,87.0,73.0,86.0,64.0
STU00017,Vihaan Joshi,male,18,10,Ahmedabad,100.0,70.0,66.0,58.0,69.0,64.0,58.0
STU00114,Aman Joshi,Male,17,11,Bengaluru,72.7,73.0,39.0,100.0,72.0,36.0,32.0
STU00008,Sneha Kapoor,Male,18,11,Hyderabad,97.7,80.0,37.0,69.0,36.0,50.0,73.0
STU00196,Tanvi Kumar,Male,15,10,Delhi,80.2,48.0,66.0,86.0,53.0,,41.0
